ZTFID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V
ZTF22abtvgfs,SN2022aapa,00:24:04.38,+31:09:38.9,1910.72,g,18.9209,-19.34,26.595,7.972,18.623,SN Ia,0.089,-31.34631237,0.259
ZTF22abqwahz,SN2022zmf,10:42:30.98,+15:45:47.3,1897.93,r,18.2092,-18.53,25.787,13.746,12.041,SN Ia,0.04938,58.03919516,0.094
ZTF20aawdjlp,SN2020ihr,10:59:18.68,+43:39:25.8,980.7,g,16.8111,-18.79,24.632,9.61,15.022,SN Ia,0.03,62.02359901,0.033
ZTF18aaqehoc,SN2018bgq,15:12:44.54,+40:06:35.8,255.78,r,18.0937,-19.11,22.843,12.883,9.96,SN Ia,0.0622,58.11541584,0.046
ZTF21aciouwz,SN2021accl,08:07:07.16,-00:05:42.3,1519.02,r,18.528,-18.45,26.297,12.375,13.922,SN Ia,0.055,16.72774455,0.105
ZTF22aamxszf,SN2022mbt,16:17:55.96,-05:05:29.3,1747.85,r,18.7642,-19.13,26.528,11.741,14.787,SN Ia,0.069,30.65581631,0.605
ZTF19aayfaum,SN2019hez,17:49:43.96,+48:27:35.9,657.86,r,16.3032,-17.21,26.237,8.309,17.928,SN Ia,0.0113,29.88713228,0.094
ZTF21aabcyvd,SN2021iu,05:22:32.18,+05:40:16.7,1229.71,g,17.2921,-18.79,25.884,7.818,18.066,SN Ia,0.02814,-16.85367297,0.547
ZTF21abwurky,SN2021xkm,01:15:50.63,-15:54:18.9,1470.88,g,17.3049,-19.55,19.704,6.745,12.959,SN Ia,0.05233,-77.42941778,0.06
ZTF21aabjesm,SN2021lx,05:39:35.45,+51:27:05.4,1230.72,r,18.4241,-17.86,42.52,9.971,32.549,SN II,0.03,10.695128,0.868
ZTF19abacxod,SN2019hvg,14:06:01.58,+12:46:50.3,672.7,r,17.6617,-16.80,17.625,11.565,6.06,SN II,0.01765,67.40570297,0.073
ZTF19abjpntj,SN2019mfu,01:07:48.40,+16:28:12.1,712.92,r,18.9714,-18.05,45.91,21.87,24.04,SN II,0.05468,-46.22110994,0.172
ZTF20abqkaoc,SN2020qvw,16:43:56.01,+77:52:47.5,1067.82,g,18.7022,-18.11,25.39,4.386,21.004,SN II,0.05,32.99065522,0.104
ZTF20aciubfx,SN2020wgs,08:32:26.37,-03:12:11.5,1142.02,r,18.1542,-17.56,24.726,8.846,15.88,SN II,0.03107,20.70610648,0.093
ZTF21abqmrtm,SN2021uoy,22:55:37.45,+19:10:25.8,1435.87,r,18.3253,-17.61,30.099,7.501,22.598,SN II,0.03347,-35.85874371,0.165
ZTF19aapbfot,SN2019dek,15:57:14.03,+28:27:53.2,605.88,r,18.7114,-16.95,65.764,26.004,39.76,SN II,0.03,49.14815028,0.115
ZTF19aalsnbp,SN2019bmj,14:41:10.00,+39:04:20.6,547.91,g,18.5689,-18.15,24.602,2.667,21.935,SN II,0.05,64.24482734,0.03
ZTF21acdbcxy,SN2021zeg,22:07:23.94,+34:46:30.3,1491.71,r,18.5356,-18.95,30.524,12.48,18.044,SN II,0.059,-16.95144642,0.521
ZTF20abotkfn,SN2020qmp,12:08:44.44,+36:48:17.2,1153.99,r,14.1728,-16.43,23.268,0.159,23.109,SN II,0.003,76.76567162,0.069
ZTF20abzoaas,SN2020tdm,18:08:19.28,+16:36:14.4,1115.65,r,17.72,-17.91,46.675,9.872,36.803,SN II,0.02723,16.8465541,0.339
ZTF20aatqidk,SN2020fbj,12:47:47.02,+22:17:10.4,955.79,r,18.6784,-17.23,67.758,39.564,28.194,SN II,0.0339,85.08736823,0.098
ZTF21aagnzjy,SN2021bbm,09:45:07.29,+68:35:29.4,1250.85,r,17.2468,-17.04,49.233,6.306,42.927,SN II,0.015,40.37710984,0.282
ZTF19aakpccq,SN2019bfg,14:50:18.31,+27:55:07.9,539.0,r,18.5994,-18.16,41.177,6.267,34.91,SN II,0.05,63.69944046,0.087
ZTF21abpyauz,SN2021uzt,23:53:04.09,-13:02:57.5,1470.92,r,17.7717,-19.41,75.405,34.036,41.369,SN II,0.061,-70.38909284,0.072
ZTF21aaipypa,SN2021cgu,11:03:03.71,+05:05:53.4,1270.84,r,17.0515,-18.28,46.702,14.722,31.98,SN II,0.026,56.06858096,0.101
ZTF21abzciqh,SN2021yky,01:07:50.22,+27:18:53.2,1479.72,g,18.1593,-19.66,35.033,9.056,25.977,SN II,0.076,-35.41443852,0.176
ZTF19aamhgwm,SN2019bvs,13:25:49.16,+34:29:21.9,572.86,r,18.0786,-17.80,43.756,16.67,27.086,SN II,0.03422,79.58361236,0.032
ZTF23aadjhyj,SN2023duy,12:41:45.60,-09:08:55.4,2060.8,r,18.4269,-17.67,50.683,30.096,20.587,SN II,0.0367,53.64713226,0.106
ZTF23aamskdj,SN2023jvc,01:56:39.78,+43:20:19.8,2115.96,r,17.4153,-18.04,60.43,16.983,43.447,SN II,0.0265,-17.95731229,0.19
ZTF22aamgpzz,SN2022lmf,20:15:05.25,-16:19:45.3,1748.87,r,18.4737,-17.06,29.178,12.591,16.587,SN II,0.0265,-25.66191252,0.284
ZTF20aaetrle,SN2020sy,04:01:07.17,+31:48:46.5,873.68,r,17.9501,-17.35,24.57,10.604,13.966,SN II,0.02,-15.74421298,0.745
ZTF21abptxfk,SN2021uux,16:00:00.82,+50:48:05.6,1434.74,g,17.0618,-18.71,38.981,7.004,31.977,SN II,0.032,47.38734557,0.056
ZTF19abiszzn,SN2019lud,15:39:48.52,+32:28:03.1,691.72,g,18.065,-18.70,7.893,1.931,5.962,SN II,0.04942,53.31973885,0.093
ZTF18acuqskr,SN2018jrb,08:09:33.69,+15:31:10.5,472.93,r,18.2257,-18.27,32.023,12.175,19.848,SN II,0.0446,24.12292641,0.072
ZTF19abajxet,SN2019hyk,14:17:57.85,+26:25:17.6,663.71,g,16.4113,-17.67,35.362,6.382,28.98,SN II,0.01474,70.69854248,0.056
ZTF19aclobbu,SN2019twk,02:23:05.28,+46:52:56.7,801.76,r,17.3337,-16.66,62.488,12.959,49.529,SN II,0.0121,-13.1476198,0.492
ZTF20aciwrpn,SN2020wog,21:52:43.81,+33:39:22.2,1144.68,g,18.0789,-18.83,26.506,6.496,20.01,SN II,0.045,-15.90621519,0.381
ZTF20aavvaup,SN2020iez,09:48:28.38,+50:55:20.9,980.74,r,17.7841,-18.00,30.519,15.029,15.49,SN II,0.03266,48.20346262,0.038
ZTF22aaaepmu,SN2022adi,15:32:50.34,+27:02:21.2,1677.9,r,18.7233,-17.04,86.977,69.384,17.593,SN II,0.031,54.23425994,0.154
ZTF20aattqle,SN2020eoe,16:18:02.66,+18:02:31.8,953.94,r,17.914,-18.65,44.365,22.209,22.156,SN II,0.04543,41.779079,0.11
ZTF18abwlsoi,SN2018grf,17:27:35.42,+71:31:48.9,382.7,g,18.5598,-18.24,51.807,3.903,47.904,SN II,0.05,32.23319541,0.098
ZTF20aapycrh,SN2020dbg,10:56:58.85,+43:04:36.6,906.8,g,18.4953,-15.58,58.545,5.971,52.574,SN II,0.015,61.8980411,0.024
ZTF22abqbqty,SN2022yqm,00:42:46.10,-07:35:56.1,1894.77,r,17.4865,-19.40,28.087,12.175,15.912,SN II,0.051,-70.36274267,0.193
ZTF20abliiex,SN2020ovs,19:13:04.51,-18:44:11.9,1049.84,r,17.9336,-18.50,24.377,6.409,17.968,SN II,0.03918,-13.05709551,0.346
ZTF19abqwsuf,SN2019odo,23:10:02.49,+09:28:06.9,721.81,r,18.4071,-17.89,28.684,7.965,20.719,SN II,0.04,-45.91635726,0.13
ZTF18acrtvmm,SN2018jfp,03:17:56.27,-00:10:10.7,456.75,r,17.6517,-17.54,34.174,7.031,27.143,SN II,0.02345,-45.69349836,0.199
ZTF19aaugaam,SN2019evh,13:20:18.95,+08:10:49.4,617.69,g,17.9831,-18.77,40.081,6.206,33.875,SN II,0.05,69.8560145,0.062
ZTF22abyivor,SN2022acmt,03:15:55.78,-18:05:06.3,1932.75,r,18.2119,-18.32,40.619,9.714,30.905,SN II,0.045,-55.58099902,0.099
ZTF21acgqhru,SN2021aatd,00:59:04.17,-00:12:12.0,1504.79,r,17.6538,-16.49,32.746,7.778,24.968,SN II,0.01524,-63.01265286,0.071
ZTF20aarblcr,SN2020djo,16:40:54.52,+48:53:43.2,915.03,r,18.072,-18.22,18.283,9.192,9.091,SN II,0.04106,41.23190159,0.055
ZTF20aanvqbi,SN2020cpu,14:54:31.03,+09:42:25.7,911.98,r,18.0435,-17.78,39.248,14.265,24.983,SN II,0.03276,56.16454184,0.08
ZTF19abwamby,SN2019pzt,15:35:27.18,+72:39:19.2,739.68,g,18.3965,-18.38,29.464,8.468,20.996,SN II,0.05,39.4557351,0.075
ZTF21acdoyqt,SN2021zgm,18:35:48.34,+22:27:45.2,1491.67,r,18.7358,-15.42,44.2,13.361,30.839,SN II,0.01330,13.31348138,0.44
ZTF22aativsd,SN2022ovb,22:22:29.55,+36:00:17.9,1783.89,r,16.7641,-18.03,33.819,7.37,26.449,SN II,0.0183,-17.76695308,0.372
ZTF18aaqkoyr,SN2018bge,11:04:16.00,+50:01:50.2,266.75,r,17.9096,-17.20,39.597,23.208,16.389,SN II,0.02389,59.29333156,0.053
ZTF21ablvzhp,SN2021tiq,22:36:54.72,-12:33:41.9,1440.88,r,17.131,-18.08,88.267,31.16,57.107,SN II,0.02388,-55.33101911,0.171
ZTF20accdijx,SN2020twk,23:29:13.48,-02:05:42.0,1134.8,r,17.6476,-17.65,41.063,21.068,19.995,SN II,0.025,-58.15169225,0.153
ZTF20aaumlmu,SN2020fsv,13:31:18.78,-27:07:39.2,941.94,g,17.9549,-18.60,48.324,16.727,31.597,SN II,0.04331,34.90436977,0.156
ZTF19acgfvvi,SN2019syx,00:28:02.82,-20:44:32.3,781.72,g,18.4549,-18.05,44.027,13.08,30.947,SN II,0.045,-81.67550821,0.046
ZTF20aavdcxo,SN2020hln,19:51:02.13,+62:43:28.9,977.97,r,18.953,-18.33,36.609,24.842,11.767,SN II,0.06,17.48281935,0.241
ZTF18abceakp,SN2018cvi,14:08:12.48,+65:38:15.9,303.71,g,18.0295,-17.58,17.405,8.262,9.143,SN II,0.03,49.64981773,0.039
ZTF19acctwpz,SN2019rwd,00:10:45.89,+21:08:20.7,762.68,g,18.0904,-16.47,33.194,1.191,32.003,SN II,0.017,-40.73918067,0.195
ZTF20acvevsn,SN2020abqw,11:21:41.00,+20:10:29.2,1201.02,r,18.3434,-15.61,23.196,12.006,11.19,SN II,0.014,68.34099716,0.065
ZTF21abdmevk,SN2021ont,16:26:42.48,+39:08:42.9,1374.87,g,16.9046,-18.56,26.643,4.849,21.794,SN II,0.02833,44.05442556,0.025
ZTF19acbwilc,SN2019rri,17:39:01.26,+24:46:19.4,758.63,g,18.6654,-18.30,26.079,3.771,22.308,SN II,0.0511,26.24273227,0.193
ZTF21aarasvn,SN2021hkg,09:52:24.61,-11:13:26.8,1310.71,g,17.3276,-17.17,36.173,7.325,28.848,SN II,0.017,32.08224764,0.147
ZTF19abgncfz,SN2019liw,13:25:45.59,+59:01:07.1,684.76,g,18.7017,-18.86,28.979,7.028,21.951,SN II,0.073,57.55794043,0.035
ZTF21abcmtev,SN2021nkl,14:38:17.76,+12:02:01.0,1370.76,r,17.8841,-17.65,31.444,9.489,21.955,SN II,0.02884,60.76046759,0.073
ZTF18acrxpzx,SN2018jrj,11:11:03.98,+64:14:50.5,467.94,g,17.6186,-18.38,22.989,9.969,13.02,SN II,0.036,49.54262972,0.031
ZTF20aaulajo,SN2020eza,06:28:44.21,+52:34:13.5,941.68,r,18.5252,-17.20,33.684,15.406,18.278,SN II,0.02890,17.97530617,0.295
ZTF20aaurfhs,SN2020hgo,17:01:22.49,+20:18:58.4,961.96,r,18.1076,-17.96,28.574,9.681,18.893,SN II,0.0352,32.95004691,0.186
ZTF19aamtwiz,SN2019cem,13:16:36.30,+35:30:57.8,567.78,g,18.7467,-17.72,23.907,4.958,18.949,SN II,0.04468,80.04389676,0.028
ZTF20aasijew,SN2020dya,14:27:37.29,+69:41:11.0,936.95,r,18.4008,-17.22,39.744,24.049,15.695,SN II,0.03007,45.21708685,0.056
ZTF21aapfdqw,SN2021fox,09:57:36.35,-13:41:45.3,1307.65,g,16.8402,-19.07,31.523,13.494,18.029,SN II,0.032,31.31148988,0.167
ZTF19aailepg,SN2019amt,11:17:52.25,+30:09:23.5,534.87,r,18.16,-17.43,71.702,16.322,55.38,SN II,0.02981,69.28593171,0.047
ZTF18abvfecb,SN2018gvm,03:10:21.32,-07:41:06.0,397.94,r,18.8303,-20.03,75.941,19.869,56.072,SN II,0.125,-51.79903425,0.189
ZTF18aacnlxz,SN2020aavr,08:59:49.12,+38:06:32.6,1181.02,g,18.9745,-18.61,27.803,8.896,18.907,SN II,0.07247,40.80538908,0.068
ZTF21abfoyac,SN2021pni,17:52:17.84,+08:14:23.1,1399.82,r,17.5174,-18.53,40.964,16.95,24.014,SN II,0.033,16.86558464,0.331
ZTF19aauisdr,SN2019fci,13:27:49.22,+27:43:46.2,628.71,g,18.6297,-17.76,24.266,12.323,11.943,SN II,0.0433,81.90642239,0.023
ZTF20aamxuwl,SN2020ckv,11:03:26.48,-01:32:27.0,904.75,r,18.255,-17.88,62.541,11.93,50.611,SN II,0.037,51.30113985,0.135
ZTF19aawgxdn,SN2019gmh,16:31:03.16,+41:09:14.2,653.7,r,18.3783,-17.26,44.093,19.017,25.076,SN II,0.03066,43.26391665,0.033
ZTF18aaqfqaa,SN2018bek,15:32:01.55,+68:14:30.9,255.78,r,16.5417,-18.39,32.153,11.865,20.288,SN II,0.0218,42.50697238,0.076
ZTF20acfdmex,SN2020uim,01:52:45.29,+36:37:23.3,1182.87,r,17.9194,-16.75,107.332,63.524,43.808,SN II,0.01848,-24.63605187,0.194
ZTF23ababkmo,SN2023qxk,22:12:26.61,+16:34:38.9,2192.86,g,17.7272,-18.70,24.526,7.564,16.962,SN II,0.041,-31.71761508,0.152
ZTF19actnyae,SN2019vdm,11:26:24.51,+22:37:11.0,839.02,r,18.8424,-16.86,79.474,42.817,36.657,SN II,0.0315,70.22182346,0.043
ZTF20abjonjs,SN2020nyb,01:59:08.14,+86:40:34.3,1045.85,r,17.8289,-16.76,35.11,11.132,23.978,SN II,0.01552,23.94460813,0.552
ZTF21aatpsky,SN2021iso,11:57:21.46,-20:13:58.6,1321.77,r,18.0839,-17.66,22.965,9.294,13.671,SN II,0.031,40.8614764,0.13
ZTF20achvdtx,SN2020uik,08:01:54.18,-06:45:39.5,1151.96,r,18.4063,-17.37,59.634,22.604,37.03,SN II,0.03,12.3446903,0.253
ZTF21abbomrf,AT2020ghq,14:45:20.59,+38:44:18.5,1419.75,r,18.3113,-15.79,110.601,72.868,37.733,SN II,0.01521,63.57943178,0.03
ZTF20acyqzeu,SN2020adfj,10:47:54.49,+76:50:46.2,1218.91,r,17.0543,-17.90,44.536,14.552,29.984,SN II,0.02211,38.15848318,0.069
ZTF20acpevli,SN2020yyo,11:09:55.37,+79:00:15.5,1168.95,r,18.0694,-18.18,39.133,10.272,28.861,SN II,0.03964,36.94041052,0.089
ZTF19aarjfqe,SN2019dvd,12:31:06.89,+00:27:54.6,612.69,r,18.0481,-16.82,41.632,16.608,25.024,SN II,0.02138,62.8937965,0.056
ZTF20abdxoeu,SN2020lrr,14:01:06.71,+34:34:51.0,1009.75,g,17.3385,-18.08,21.721,4.493,17.228,SN II,0.0275,73.32580649,0.036
ZTF18aawyjjq,SN2018ccp,17:32:14.12,+36:04:26.3,272.88,g,18.6744,-17.64,24.357,7.486,16.871,SN II,0.04,30.80882716,0.099
ZTF21aawgzda,SN2021kkx,15:48:03.82,+82:34:34.0,1336.88,r,18.5271,-17.72,24.661,10.62,14.041,SN II,0.0383,32.32127798,0.18
ZTF22abtjefa,SN2022aaad,07:49:46.62,+73:39:33.9,1951.78,r,15.2139,-18.02,97.866,55.966,41.9,SN II,0.01,30.04097825,0.08
ZTF22aabzsqo,SN2022dml,16:17:29.12,+14:25:04.5,1639.94,g,17.2535,-18.48,35.501,1.541,33.96,SN II,0.03,40.54003227,0.141
ZTF23aaeqonb,SN2023fax,14:38:27.15,+30:01:44.9,2052.85,g,17.6309,-18.86,30.38,6.352,24.028,SN II,0.045,66.38166894,0.035
ZTF21aapjmgf,SN2021fzp,14:43:56.08,+16:24:47.6,1292.93,g,18.4357,-18.51,28.461,7.435,21.026,SN II,0.054,61.85582263,0.077
ZTF20abjatqy,SN2020nsz,19:55:50.19,+02:11:51.2,1056.87,r,17.8891,-17.76,52.792,27.978,24.814,SN II,0.026,-13.24602285,0.481
ZTF23aapuknd,SN2023lya,17:28:53.22,+58:22:41.5,2126.91,g,17.1628,-18.53,12.485,2.55,9.935,SN II,0.03,33.55601903,0.104
ZTF21aagydmn,SN2021bug,12:34:22.76,+02:19:02.2,1253.99,r,18.0933,-13.95,18.564,10.896,7.668,SN II,0.00584,64.85484769,0.055
ZTF21aaglrzc,SN2021bmc,08:28:59.72,+12:25:09.7,1255.8,r,17.879,-18.87,32.652,10.268,22.384,SN II,0.05,27.19205145,0.083
ZTF18achtnvk,SN2018inm,06:24:40.48,+46:30:13.9,455.86,r,18.8135,-17.74,62.202,20.822,41.38,SN II,0.04,15.03502347,0.433
ZTF22aamrkns,SN2022kye,21:01:47.87,-19:32:10.8,1756.89,r,18.6887,-17.68,62.505,21.52,40.985,SN II,0.041,-37.17513682,0.143
ZTF20abrnvnn,SN2020rka,02:29:24.73,-04:58:52.0,1076.92,r,18.8218,-17.67,25.78,8.505,17.275,SN II,0.0444,-57.82536853,0.089
ZTF21abuxitb,SN2021xhq,01:35:37.57,-00:59:21.1,1462.97,g,18.5905,-19.34,26.099,6.178,19.921,SN II,0.084,-61.7920522,0.087
ZTF21abyahbi,SN2021xzp,16:26:26.40,+39:14:19.8,1470.7,g,18.1124,-19.54,34.479,6.186,28.293,SN II,0.07668,44.10911522,0.025
ZTF21aciluqg,SN2021abze,00:43:32.25,+14:20:33.9,1517.74,r,16.538,-17.69,29.115,9.427,19.688,SN II,0.0148,-48.48458469,0.251
ZTF19aanhhal,SN2019cec,13:41:40.74,+55:40:10.7,583.81,r,18.1326,-17.14,63.023,19.785,43.238,SN II,0.02597,60.0499957,0.026
ZTF20abywydb,SN2020sxt,02:36:01.68,+03:14:10.3,1104.92,r,18.6266,-17.67,22.033,7.444,14.589,SN II,0.04,-50.52416543,0.127
ZTF19aanpcep,SN2019cmy,15:08:50.84,+40:42:49.4,575.85,g,17.9029,-17.81,21.651,4.66,16.991,SN II,0.0314,58.6892734,0.038
ZTF22aaokebo,SN2022myi,18:29:19.12,+29:28:44.3,1773.85,r,18.738,-18.29,55.582,24.569,31.013,SN II,0.05,17.40071609,0.416
ZTF23abbccir,SN2023rky,00:47:53.05,+19:35:37.0,2207.84,r,16.5208,-17.68,21.935,8.938,12.997,SN II,0.01519,-43.2700905,0.141
ZTF20aaswbty,SN2020edk,14:50:26.50,+16:44:37.5,936.96,r,18.9891,-17.10,51.364,23.522,27.842,SN II,0.0369,60.60835068,0.086
ZTF18abimhfu,SN2018efj,16:00:34.14,+31:38:34.6,322.69,g,18.7819,-17.99,17.575,3.537,14.038,SN II,0.05,48.86962251,0.07
ZTF18accmkud,SN2018idh,07:07:48.31,+36:28:25.9,436.84,r,18.7599,-17.58,78.576,20.502,58.074,SN II,0.04,18.79174855,0.175
ZTF21aafdvxz,SN2021bkb,15:47:29.61,+10:56:01.2,1249.04,r,18.2284,-18.58,24.452,9.326,15.126,SN II,0.05,45.6369427,0.145
ZTF20abyylgi,SN2020svn,03:58:10.70,-08:49:00.8,1117.0,g,17.1847,-18.52,52.093,11.697,40.396,SN II,0.02891,-42.31578668,0.183
ZTF19abudjie,SN2019ovq,04:10:18.73,+13:24:14.8,787.84,r,18.5114,-17.13,108.23,69.493,38.737,SN II,0.02,-27.00278137,1.153
ZTF20acvjagm,SN2020abtf,07:59:34.48,+15:17:59.9,1189.99,g,16.7208,-17.29,32.051,1.203,30.848,SN II,0.014,21.82653537,0.093
ZTF20aafckit,SN2020uu,15:55:45.37,+29:45:28.8,877.06,r,17.8809,-17.83,38.871,16.878,21.993,SN II,0.031,49.66400782,0.093
ZTF18acbxkop,SN2018hrq,23:51:06.26,+01:03:24.5,435.76,r,17.5246,-17.86,56.905,23.317,33.588,SN II,0.027,-58.29540004,0.061
ZTF20aavpyxo,SN2020iak,13:17:22.89,+32:35:18.7,971.78,g,18.7344,-18.43,29.078,7.222,21.856,SN II,0.06131,82.16433263,0.028
ZTF21aaiaeri,SN2021cdv,11:07:52.21,+11:00:35.9,1258.87,g,18.6188,-17.81,23.414,6.698,16.716,SN II,0.043,60.80885396,0.061
ZTF18acbuemc,SN2018hsc,01:14:44.70,+04:06:25.3,434.7,r,18.4993,-17.91,56.19,21.341,34.849,SN II,0.043,-58.26147681,0.072
ZTF18abxqemv,SN2018grp,01:24:05.18,-21:04:55.3,386.9,r,18.1339,-18.36,31.812,6.864,24.948,SN II,0.045,-80.41006464,0.054
ZTF19acbwouf,SN2019rqe,00:13:07.18,+27:52:49.6,771.77,r,18.6018,-17.05,115.256,13.685,101.571,SN II,0.03,-34.22747912,0.101
ZTF18adazblo,SN2018ldu,09:09:32.49,+20:24:25.1,534.86,r,18.7264,-16.68,109.072,54.655,54.417,SN II,0.02672,39.18037784,0.109
ZTF21abpxsck,SN2021ula,01:44:15.75,-11:05:30.3,1426.97,g,18.9889,-17.63,41.864,8.387,33.477,SN II,0.047,-69.71658104,0.062
ZTF20aagnbes,SN2020aem,17:48:22.78,+54:09:05.3,874.03,r,17.7516,-17.25,26.014,6.995,19.019,SN II,0.02218,30.74480746,0.116
ZTF18acrflch,SN2018jgy,03:06:59.88,-06:45:14.0,456.75,r,18.3121,-17.34,39.727,14.899,24.828,SN II,0.0286,-51.93267819,0.226
ZTF19acszmgx,SN2019vew,05:27:49.42,-05:21:39.8,806.87,g,18.546,-18.10,34.348,7.478,26.87,SN II,0.042,-21.02396514,0.29
ZTF21abvbdyr,SN2021wvz,20:51:08.85,-18:37:33.4,1463.75,r,17.2139,-17.60,19.129,11.127,8.002,SN II,0.02,-34.49930058,0.161
ZTF19acwbhih,SN2019ull,09:35:14.43,+13:08:04.8,828.05,g,17.1093,-18.15,21.425,11.492,9.933,SN II,0.025,42.1956807,0.075
ZTF19accbeju,SN2019rsw,02:31:34.53,+24:49:00.3,773.79,r,18.6322,-18.55,45.871,13.388,32.483,SN II,0.055,-32.71944441,0.342
ZTF20abqferm,SN2020rhg,00:38:49.62,+03:24:13.3,1073.96,r,18.7906,-16.82,43.116,9.237,33.879,SN II,0.03,-59.31662641,0.058
ZTF19aalubxw,SN2019bgc,15:46:14.14,+10:57:47.9,547.89,g,18.8665,-19.35,41.019,14.202,26.817,SN II,0.0931,45.92370661,0.134
ZTF20aauoktk,SN2020gam,13:16:03.50,+32:15:14.8,944.94,g,18.5874,-18.63,36.632,1.202,35.43,SN II,0.063,82.59601289,0.026
ZTF19abrbmvt,SN2019oot,23:00:16.68,+24:47:07.8,743.67,r,18.6494,-17.83,65.22,24.743,40.477,SN II,0.039,-31.57754741,0.409
ZTF22abfzdkz,SN2022uop,02:15:58.37,+01:35:33.4,1858.82,r,17.1691,-16.08,22.484,12.273,10.211,SN II,0.01,-54.79894391,0.096
ZTF19acxgwvo,SN2019wbd,23:20:35.17,-00:52:51.0,831.57,r,17.3277,-16.74,46.524,14.493,32.031,SN II,0.01459,-55.8818325,0.096
ZTF23aajkfls,SN2023irp,18:26:50.25,+25:23:58.9,2104.88,r,15.8508,-18.46,48.154,24.325,23.829,SN II,0.015,16.3627549,0.315
ZTF21aaizyqc,SN2021ckb,10:15:44.86,+43:05:48.9,1272.89,g,18.3849,-19.10,43.911,13.537,30.374,SN II,0.07026,54.79946055,0.045
ZTF20abqlmwn,SN2020rmk,03:52:56.04,+19:19:33.4,1139.87,r,18.2677,-17.67,70.789,45.766,25.023,SN II,0.025,-26.04390803,0.922
ZTF20aauompx,SN2020fxl,19:50:09.50,+41:21:58.9,957.01,r,18.485,-17.35,66.507,32.862,33.645,SN II,0.02,7.5897654,1.386
ZTF23ablspnz,SN2023vkz,08:28:36.17,+57:12:31.8,2245.01,g,17.798,-18.40,23.885,6.783,17.102,SN II,0.035,35.56359256,0.248
ZTF23aagkutf,SN2023ghl,11:09:11.73,+53:21:43.9,2065.7,r,18.1695,-17.20,32.925,10.224,22.701,SN II,0.02706,57.67393471,0.032
ZTF20aawgrcu,SN2020ifv,20:42:36.21,+76:46:54.3,968.92,r,18.6426,-18.27,24.147,3.928,20.219,SN II,0.042,20.42739457,0.731
ZTF21aapliyn,SN2021foj,13:45:26.60,+47:55:05.3,1352.77,r,18.5026,-16.98,106.996,67.189,39.807,SN II,0.02805,66.694101,0.078
ZTF21aamzuxi,SN2021dvl,07:49:56.10,+71:15:42.1,1291.71,r,18.1421,-17.76,47.951,19.918,28.033,SN II,0.034,30.26506719,0.075
ZTF18acrcogn,SN2018ivc,02:42:41.27,-00:00:32.0,447.85,r,14.5865,-16.55,19.034,1.352,17.682,SN II,0.00379,-51.92888644,0.091
ZTF19abueupg,SN2019oxn,17:51:12.78,+51:22:57.1,734.79,g,18.7283,-16.09,38.49,9.591,28.899,SN II,0.02,30.03740295,0.116
ZTF20abwdaeo,SN2020rvn,21:06:36.33,+17:59:34.9,1099.82,r,17.8894,-17.11,28.972,11.345,17.627,SN II,0.02060,-19.26444564,0.304
ZTF18absclsr,SN2018fpx,03:03:40.12,+45:38:37.4,364.91,g,17.4612,-18.51,25.305,4.824,20.481,SN II,0.025,-11.27113722,0.67
ZTF20acgnelh,SN2020uve,02:12:30.12,-22:28:22.1,1134.88,g,18.4696,-17.77,47.408,14.005,33.403,SN II,0.04,-71.047782,0.04
ZTF20acqexmr,SN2020zpt,03:51:36.82,+43:41:52.8,1187.74,r,17.9621,-17.31,62.499,21.586,40.913,SN II,0.015,-8.02583474,1.471
ZTF21abduoun,SN2021omy,17:38:35.59,+73:14:20.0,1386.87,r,18.7604,-18.17,28.168,15.299,12.869,SN II,0.054,31.1194889,0.089
ZTF20aattrkw,SN2020ekk,16:44:45.15,+22:30:47.8,937.0,r,16.5256,-16.96,21.525,4.148,17.377,SN II,0.011,37.32024805,0.13
ZTF21aaluqkp,SN2021dhx,11:05:10.37,-15:21:10.1,1274.88,r,18.3604,-16.93,49.585,10.732,38.853,SN II,0.02511,40.30726051,0.138
ZTF19aauishy,SN2019evl,13:31:01.26,+34:09:12.5,636.72,r,18.5515,-16.42,92.042,23.967,68.075,SN II,0.0226,78.97238029,0.03
ZTF20acrzwvx,SN2020aatb,05:24:46.41,-15:56:31.4,1193.8,r,16.4764,-16.87,31.281,15.992,15.289,SN II,0.00995,-26.17964569,0.225
ZTF20acytfkf,SN2020adlc,05:02:33.07,+15:36:24.2,1215.74,r,17.814,-19.30,40.429,11.734,28.695,SN II,0.04,-15.63011404,1.1
ZTF20abccixp,SN2020lfn,16:26:56.88,+20:14:45.2,1004.72,g,17.8621,-18.78,28.331,6.542,21.789,SN II,0.044,40.54444662,0.196
ZTF20acitoie,SN2020wgp,08:02:04.40,+27:13:30.0,1185.89,r,18.1902,-16.80,100.065,53.076,46.989,SN II,0.02222,26.65875494,0.096
ZTF20acnrvfm,SN2020ykz,20:45:22.59,+30:29:23.8,1158.63,r,17.6765,-17.18,52.045,9.178,42.867,SN II,0.01,-7.72387775,2.022
ZTF18aasxvsg,SN2018bti,14:28:30.96,+37:04:04.2,266.77,r,17.9771,-17.19,15.416,10.27,5.146,SN II,0.0248,67.2543355,0.024
